0,0,12.382571,92.822911
0,1,7.835291,93.511601
1,2,19.284514,78.813212
1,3,14.312066,77.460158
1,4,13.331093,78.927639
1,5,14.490289,78.696139
1,6,16.782718,82.243207
1,7,15.884926,80.586576
1,8,17.389716,78.466689
1,9,18.515483,79.437654
1,10,17.683921,80.670086
1,11,16.143873,81.148051
1,12,15.437597,77.900868
1,13,16.639546,77.989331
1,14,17.889305,78.137789
1,15,17.113251,79.169845
1,16,13.894344,80.147027
1,17,18.429486,78.075235
1,18,15.489039,80.116658
1,19,17.245236,78.057568
1,20,18.570901,84.258748
1,21,17.646839,83.010140
1,22,18.283297,83.459829
1,23,18.017526,79.874220
1,24,16.632979,81.459130
2,25,27.360485,96.375526
2,26,27.371194,93.047415
2,27,28.153824,95.064992
2,28,28.048534,93.245320
2,29,27.946785,96.596708
2,30,28.326517,95.765673
2,31,27.708493,93.962261
2,32,27.273530,93.544682
2,33,27.680684,91.825042
2,34,26.944062,95.414703
2,35,29.019948,95.987764
2,36,28.830924,95.001558
2,37,28.277197,93.899144
2,38,27.464866,92.650158
2,39,28.106297,94.535103
3,40,26.427872,90.979120
3,41,26.450125,90.673430
3,42,24.815571,92.868497
3,43,26.584632,92.041413
3,44,27.586533,94.713369
3,45,26.045061,89.985008
3,46,27.306123,95.099828
3,47,26.017278,90.598699
3,48,26.377220,93.825834
3,49,24.457496,92.591547
3,50,26.762448,94.301977
3,51,26.170939,91.588633
3,52,26.089665,93.115366
3,53,24.696607,92.367950
3,54,26.497247,90.139975
3,55,27.141288,94.077595
3,56,26.246500,92.219500
3,57,26.264622,92.930619
3,58,26.463238,91.405985
3,59,25.338300,92.977402
3,60,27.027629,94.900258
3,61,26.735149,92.851978
3,62,27.535493,95.690559
4,63,26.211528,87.307666
4,64,24.774292,84.459860
4,65,24.832356,86.866492
4,66,25.543026,86.125601
4,67,25.021566,83.611281
4,68,25.277193,87.042138
4,69,25.506664,84.494078
4,70,25.485930,84.088081
4,71,26.146188,85.973874
4,72,24.726654,84.942912
4,73,26.448744,84.346361
4,74,24.784184,86.263163
4,75,25.155679,84.920812
4,76,25.565654,87.704661
4,77,25.535589,86.565933
4,78,26.324337,87.950450
4,79,25.183449,86.128257
4,80,25.773419,86.897844
4,81,26.413805,86.163284
4,82,25.198538,86.541737
4,83,26.186644,85.327451
4,84,25.229346,85.480531
4,85,24.825709,85.615946
4,86,27.160644,84.302659
4,87,25.402971,85.319843
4,88,26.681293,85.003822
4,89,25.817148,87.404476
4,90,24.991705,83.935076
4,91,25.821271,86.546708
4,92,25.793206,85.948333
4,93,25.896561,84.822663
4,94,25.124724,85.778394
4,95,26.458381,85.295394
4,96,26.565701,85.611725
4,97,26.173637,84.337666
4,98,26.281579,86.784965
4,99,25.813470,85.392476
5,100,30.742600,76.758725
6,101,19.393867,81.528951
6,102,22.356943,81.997704
6,103,18.653854,81.072001
6,104,20.554913,81.756920
6,105,21.194464,81.331816
6,106,21.961094,82.804954
6,107,22.772862,83.870396
6,108,20.139461,81.069131
6,109,22.048001,81.162712
6,110,22.491713,82.576043
6,111,23.504128,82.125156
6,112,21.223727,82.659254
6,113,22.008265,83.277977
6,114,20.886032,82.200328
6,115,21.058415,80.785267
6,116,23.327193,83.235825
7,117,20.215132,73.094550
8,118,20.431617,72.839237
8,119,20.725682,70.839856
9,120,28.645944,77.128045
10,121,15.548723,73.806680
10,122,15.195279,73.941793
11,123,22.605426,72.238981
11,124,21.048326,71.434576
11,125,22.282718,72.577821
11,126,24.258539,71.932053
11,127,21.757873,72.673263
11,128,21.702194,72.162726
11,129,22.897992,73.991706
11,130,23.193680,72.672217
11,131,22.410600,69.620620
11,132,20.929523,70.547339
11,133,23.480572,68.821923
11,134,22.887653,73.018804
11,135,23.529355,72.455452
11,136,21.706664,73.684032
11,137,20.866973,72.861849
11,138,22.804356,73.619846
11,139,23.806342,71.751630
11,140,21.550924,69.718970
11,141,22.406034,70.836794
11,142,23.718036,73.136388
11,143,21.257614,72.934887
11,144,22.826720,71.483587
11,145,20.801634,73.688352
11,146,22.261337,73.494330
11,147,20.442382,72.914858
12,148,30.350367,76.949703
12,149,28.728868,76.021102
12,150,28.148731,77.327185
12,151,29.572983,75.546087
12,152,28.043895,77.019351
12,153,29.236287,75.843247
12,154,28.596519,76.611371
12,155,29.451498,76.295986
12,156,29.960685,76.376989
12,157,29.703201,76.874880
12,158,30.056527,76.787747
12,159,28.135216,76.140181
12,160,30.700897,76.971732
12,161,29.343521,76.928959
12,162,28.191647,76.559560
12,163,28.892518,76.531232
12,164,29.635834,74.909705
12,165,29.058057,76.855871
12,166,30.264662,77.316528
13,167,31.378042,76.653161
13,168,32.667418,76.393541
13,169,31.676685,76.497671
13,170,32.140936,76.412059
13,171,31.606672,78.516137
13,172,31.909119,77.409226
13,173,32.517170,77.624710
13,174,31.635806,76.965569
13,175,31.155725,77.625730
13,176,30.682764,77.431847
13,177,31.038643,76.944421
13,178,31.583304,76.183539
14,179,33.760273,75.303906
14,180,33.932581,74.797981
14,181,34.381254,74.763599
14,182,33.359615,76.071637
14,183,32.713199,74.847752
14,184,33.565995,76.636753
14,185,32.517817,75.589014
14,186,34.599235,74.215877
14,187,33.585792,78.307259
14,188,33.884144,75.009219
14,189,33.791241,74.295932
14,190,33.272322,74.407769
14,191,34.273129,75.110212
14,192,33.047707,75.152870
15,193,23.681497,85.983984
15,194,24.116199,84.932958
15,195,24.330701,86.756976
15,196,23.854509,86.403729
15,197,24.275006,87.276625
15,198,24.082115,83.686643
15,199,24.305785,86.087109
15,200,24.818900,87.294174
15,201,23.078533,84.550568
15,202,23.943242,85.494413
15,203,23.978733,86.953251
15,204,24.556719,85.716909
15,205,23.725112,84.482987
15,206,23.488796,84.660517
15,207,24.572604,87.696920
15,208,24.196926,84.203108
15,209,22.399408,85.540984
15,210,22.591334,86.509101
15,211,23.184235,85.317819
15,212,24.936680,87.682641
15,213,22.855914,85.896149
15,214,22.608760,84.591937
16,215,16.158607,75.645261
16,216,12.936827,77.473693
16,217,12.901925,77.586856
16,218,16.161072,74.723290
16,219,15.074378,76.472285
16,220,17.950362,77.194600
16,221,16.840153,75.959092
16,222,11.952480,77.023850
16,223,13.425288,75.676265
16,224,14.291022,76.578220
16,225,12.891205,74.962163
16,226,14.330415,75.917238
16,227,15.343831,75.138313
16,228,15.507128,75.648613
16,229,17.070460,76.875039
16,230,12.945099,76.110496
16,231,14.737583,75.396123
16,232,12.396845,75.793366
16,233,13.312800,78.013769
16,234,15.651253,76.161705
16,235,12.574902,76.815701
16,236,12.248100,76.528818
16,237,16.050795,76.873686
16,238,14.063846,75.178821
16,239,13.592468,77.022980
16,240,13.450404,74.720100
16,241,14.538958,74.352291
17,242,9.542603,76.380108
17,243,10.004879,76.269577
17,244,9.804810,77.045866
17,245,11.941523,75.352099
17,246,12.333103,75.077685
17,247,8.929389,76.636078
17,248,9.643701,76.460597
17,249,11.392924,75.711587
17,250,10.973299,75.939108
17,251,10.784927,76.499805
17,252,9.291312,76.864123
17,253,8.537102,76.887115
17,254,10.458933,76.123219
17,255,11.715277,76.075870
18,256,10.436391,72.829927
19,257,23.181842,81.865600
19,258,24.630988,77.829745
